id,Title,description,Communities,Industries,Locations,Topics,link,email
2632,Tech Ridge,"Tech Ridge is a 180-acre mixed-use development in St. George, Utah, transforming the former municipal airport site into a hub for innovative tech companies, residential communities, and recreational spaces. The master plan includes over one million square feet of office space, diverse retail zones, and a variety of housing options, all integrated with 60 acres of trails, parks, and open spaces to promote a dynamic social lifestyle. Current developments feature the Planstin Building, Hangar C, and the Container Park, with companies like Zonos and Intergalactic establishing their presence, contributing to the region's economic growth and technological advancement.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron|Kane|Washington,Close or Exit a Business|Entrepreneurship Communities|Funding|International Trade|Late Stage Growth|Marketing and Sales|Other|Relocate a Business to Utah|Start a Business|Taxes and Finance,https://techridge.com/,
2633,EVENT: What's Up Down South - Economic Summit,"The ""What's Up Down South"" Economic Summit is Southern Utah's premier business gathering, offering insights into regional economic trends and strategic planning. The 29th annual summit is scheduled for January 9, 2025, at the Dixie Convention Center in St. George, Utah, featuring keynote speakers, skill-based workshops, and networking opportunities. This event is designed to equip business and community leaders with the latest economic information to help plan for the year ahead.",Rural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other,Beaver|Garfield|Iron|Kane|Washington,Close or Exit a Business|Entrepreneurship Communities|Funding|International Trade|Late Stage Growth|Marketing and Sales|Other|Relocate a Business to Utah|Start a Business|Taxes and Finance,https://whatsupdownsouth.org/,
2634,EVENT: Grand Summit Moab,"The Grand Summit Moab is an annual business conference held in Moab, Utah, bringing together regional business owners and stakeholders to discuss the area's economic future. The event features keynote speakers, panel discussions, and breakout sessions on topics such as sustainable tourism, local economic development, and community engagement.",Rural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Carbon|Emery|Grand|San Juan,Close or Exit a Business|Entrepreneurship Communities|Funding|International Trade|Late Stage Growth|Marketing and Sales|Other|Relocate a Business to Utah|Start a Business|Taxes and Finance,https://www.grandsummitmoab.com/,Nicole@powerhouse.events
2635,EVENT: Raising Kane Business Summit,"The Raising Kane Business Summit is Kane County's premier business event, bringing together top leaders and business owners to support the county's economic development. Hosted annually in Kanab, Utah, at the Kanab Event Center, the summit provides a platform for networking, innovation, and discussions on influential topics impacting the local economy.",Rural,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Garfield|Iron|Kane|Washington,Close or Exit a Business|Entrepreneurship Communities|Funding|International Trade|Late Stage Growth|Marketing and Sales|Other|Relocate a Business to Utah|Start a Business|Taxes and Finance,https://www.raisingkanesummit.com/,
2636,Utah Division of Outdoor Recreation,"The Utah Division of Outdoor Recreation, part of the Department of Natural Resources, promotes healthy, active lifestyles by providing access to outdoor spaces and recreational activities. It oversees programs such as boating safety, off-highway vehicle (OHV) education, and trail development, emphasizing safety, education, stewardship, and sustainable visitation. In addition to these efforts, the division works to recruit outdoor recreation businesses, further enhancing the state's outdoor economy. It also administers grants like the Utah Outdoor Recreation Grant (UORG) to support the development of recreational infrastructure that bolsters local economies.",,Arts and Entertainment and Recreation|Hospitality and Food Services,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities,https://recreation.utah.gov/,jasoncurry@utah.gov
2637,Utah Tourism Association,"The Utah Tourism Industry Association (UTIA) serves as the collective voice of Utah's visitor economy, advocating for and educating on behalf of the state's tourism sector. It offers resources such as legislative updates, research tools, and networking opportunities to support businesses and organizations involved in Utah's tourism industry.",,Arts and Entertainment and Recreation|Hospitality and Food Services,Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities,https://utahtourism.org/,
2638,Utah Film Commission,"The Utah Film Commission promotes the state as a prime location for film, television, and commercial productions, offering support such as location scouting, crew resources, and incentive programs. Celebrating its 50th anniversary in 2024, the commission continues to foster the development of local talent and showcase Utah's diverse landscapes to the entertainment industry.",,Arts and Entertainment and Recreation|Hospitality and Food Services,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities,https://film.utah.gov/,film@utah.gov
2639,Utah Office of Tourism,"The Utah Office of Tourism promotes tourism throughout the state by showcasing Utah’s natural wonders, cultural heritage, and recreational opportunities. It supports local economies through strategic marketing, partnerships, and the development of tourism-related initiatives. By highlighting Utah as a premier destination, the office aims to attract visitors and enhance their experiences while exploring the state.",,Arts and Entertainment and Recreation|Hospitality and Food Services,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Other,https://travel.utah.gov/,info@visitutah.com
2640,Visit Utah,"Visit Utah is the official travel guide for exploring Utah’s diverse landscapes, national parks, and cultural experiences. It offers resources for planning trips, highlighting outdoor adventures, scenic byways, and unique destinations across the state. Through its efforts, Visit Utah showcases the state’s natural beauty and vibrant communities, inviting visitors to discover all it has to offer.",,Arts and Entertainment and Recreation|Hospitality and Food Services,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Other,https://www.visitutah.com/,info@visitutah.com
2641,Kinect Capital,"Kinect Capital, established in 1983 as an educational nonprofit, is dedicated to enhancing the investability of new entrepreneurs and connecting them with diverse capital sources. Through a culture of kinship, it facilitates meaningful connections among entrepreneurs, mentors, and investors across various industries.",,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding,https://kinectcapital.org/,info@kinectcapital.org
2642,Veteran-Owned Business Registration Utah,"The Utah Veteran-Owned Business Registry is an initiative by the Utah Department of Veterans and Military Affairs (UDVMA) and the Veteran Business Resource Center (VBRC) at Salt Lake Community College, launched in January 2023. This registry promotes veteran-owned businesses across Utah, enabling the public to easily search for and support these enterprises. Veteran entrepreneurs can register their businesses, enhancing visibility and fostering community support. The registry verifies veteran status and business licenses to ensure authenticity.",Veteran,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities,https://vbr.veterans.utah.gov/s/,vbrc@slcc.edu
2643,Grow Utah,"Grow Utah, founded in 2005, is a nonprofit organization dedicated to accelerating the creation of innovative, entrepreneur-led, high-growth businesses to strengthen and expand Utah's economy. The organization aims to create a robust entrepreneurial ecosystem by fostering talent, driving innovation, aligning community resources, and ensuring funding for promising products and businesses.",,Consumer Packaged Goods|Manufacturing,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Funding,https://www.growutah.com/,
2644,Veteran Business Resource Center (VBRC) Utah,"The Utah Veteran Business Resource Center (VBRC) offers a range of services, including one-on-one business advising, assistance with business plan development, financial analysis, and marketing strategies. Additionally, the center provides educational programs like the Startup Training Resources to Inspire Veteran Entrepreneurship (STRIVE) program.",Veteran,Aerospace and Defense|Agriculture|Arts and Entertainment and Recreation|Consumer Packaged Goods|Financial Services|Hospitality and Food Services|Life Sciences and Healthcare|Manufacturing|Other|Software and Information Technology,Beaver|Box Elder|Cache|Carbon|Daggett|Davis|Duchesne|Emery|Garfield|Grand|Iron|Juab|Kane|Millard|Morgan|Piute|Rich|Salt Lake|San Juan|Sanpete|Sevier|Summit|Tooele|Uintah|Utah|Wasatch|Washington|Wayne|Weber,Entrepreneurship Communities|Marketing and Sales|Start a Business,https://utahvbrc.org/,vbrc@slcc.edu
